stdoutredi ok!
r:0:c:c:c:b66:b534:f - 0.704121292
r:0:c:c:c:b66:b534:c - 0.29587847
r:0:c:c:c:b86 - 0.143188581
r:0:c:c:c:b86:f - 0.454413176
r:0:c:c:c:b86:c - 0.482656419
r:0:c:c:c:b86:c:c - 0.95811224
r:0:c:c:c:b86:c:c:c - 0.515076101
r:0:c:c:c:b86:c:c:b174 - 0.00320870057
r:0:c:c:c:b86:c:c:b174:f - 0.200780302
r:0:c:c:c:b86:c:c:b174:c - 0.562139869
r:0:c:c:c:b86:c:c:b174:b534 - 0.237080827
r:0:c:c:c:b86:c:c:b174:b534:f - 0.557705879
r:0:c:c:c:b86:c:c:b174:b534:c - 0.442293972
r:0:c:c:c:b86:c:c:b238 - 0.0219976548
r:0:c:c:c:b86:c:c:b238:f - 0.353662133
r:0:c:c:c:b86:c:c:b238:c - 0.425574362
r:0:c:c:c:b86:c:c:b238:b534 - 0.220762908
r:0:c:c:c:b86:c:c:b238:b534:f - 0.515722215
r:0:c:c:c:b86:c:c:b238:b534:c - 0.484277278
r:0:c:c:c:b86:c:c:b284 - 0.102913015
r:0:c:c:c:b86:c:c:b284:f - 0.424830437
r:0:c:c:c:b86:c:c:b284:c - 0.369251043
r:0:c:c:c:b86:c:c:b284:b534 - 0.205918506
r:0:c:c:c:b86:c:c:b284:b534:f - 0.489945441
r:0:c:c:c:b86:c:c:b284:b534:c - 0.51005429
r:0:c:c:c:b86:c:c:b534 - 0.356804162
r:0:c:c:c:b86:c:c:b534:f - 0.621270061
r:0:c:c:c:b86:c:c:b534:c - 0.378729403
r:0:c:c:c:b86:c:b174 - 0.0359146595
r:0:c:c:c:b86:c:b174:f - 0.377064586
r:0:c:c:c:b86:c:b174:c - 0.326946259
r:0:c:c:c:b86:c:b174:b534 - 0.295988411
r:0:c:c:c:b86:c:b174:b534:f - 0.563920856
r:0:c:c:c:b86:c:b174:b534:c - 0.436078548
r:0:c:c:c:b86:c:b534 - 0.00597348344
r:0:c:c:c:b86:c:b534:f - 0.710116565
r:0:c:c:c:b86:c:b534:c - 0.289883137
r:0:c:c:c:b86:b208 - 0.0376390815
r:0:c:c:c:b86:b208:f - 0.41045928
r:0:c:c:c:b86:b208:c - 0.576765597
r:0:c:c:c:b86:b208:c:c - 0.412909478
r:0:c:c:c:b86:b208:c:c:c - 0.411161989
r:0:c:c:c:b86:b208:c:c:b534 - 0.58883816
r:0:c:c:c:b86:b208:c:c:b534:f - 0.539286375
r:0:c:c:c:b86:b208:c:c:b534:c - 0.460713595
r:0:c:c:c:b86:b208:c:b534 - 0.587091088
r:0:c:c:c:b86:b208:c:b534:f - 0.425655186
r:0:c:c:c:b86:b208:c:b534:c - 0.574343741
r:0:c:c:c:b86:b208:b534 - 0.0127751054
r:0:c:c:c:b86:b208:b534:f - 0.388622791
r:0:c:c:c:b86:b208:b534:c - 0.611376822
r:0:c:c:c:b86:b534 - 0.0252908953
r:0:c:c:c:b86:b534:f - 0.665676653
r:0:c:c:c:b86:b534:c - 0.334323347
r:0:c:c:c:b132 - 0.103002019
r:0:c:c:c:b132:f - 0.563529015
r:0:c:c:c:b132:c - 0.380946934
r:0:c:c:c:b132:c:c - 0.953639984
r:0:c:c:c:b132:c:c:c - 0.455055863
r:0:c:c:c:b132:c:c:b247 - 0.00260786363
r:0:c:c:c:b132:c:c:b247:f - 0.195405841
r:0:c:c:c:b132:c:c:b247:c - 0.535371661
r:0:c:c:c:b132:c:c:b247:b534 - 0.26922223
r:0:c:c:c:b132:c:c:b247:b534:f - 0.458819628
r:0:c:c:c:b132:c:c:b247:b534:c - 0.541180015
r:0:c:c:c:b132:c:c:b330 - 0.0270128362
r:0:c:c:c:b132:c:c:b330:f - 0.358829111
r:0:c:c:c:b132:c:c:b330:c - 0.394045949
r:0:c:c:c:b132:c:c:b330:b534 - 0.247125372
r:0:c:c:c:b132:c:c:b330:b534:f - 0.412125438
r:0:c:c:c:b132:c:c:b330:b534:c - 0.587873995
r:0:c:c:c:b132:c:c:b534 - 0.515322387
r:0:c:c:c:b132:c:c:b534:f - 0.530793905
r:0:c:c:c:b132:c:c:b534:c - 0.46920678
r:0:c:c:c:b132:c:b247 - 0.0243032966
r:0:c:c:c:b132:c:b247:f - 0.367944837
r:0:c:c:c:b132:c:b247:c - 0.291440457
r:0:c:c:c:b132:c:b247:b534 - 0.340614408
r:0:c:c:c:b132:c:b247:b534:f - 0.468708843
r:0:c:c:c:b132:c:b247:b534:c - 0.531290293
r:0:c:c:c:b132:c:b534 - 0.0220569763
r:0:c:c:c:b132:c:b534:f - 0.678949773
r:0:c:c:c:b132:c:b534:c - 0.3210513
r:0:c:c:c:b132:b290 - 0.0291232225
r:0:c:c:c:b132:b290:f - 0.435163766
r:0:c:c:c:b132:b290:c - 0.454336464
r:0:c:c:c:b132:b290:c:c - 0.357915193
r:0:c:c:c:b132:b290:c:c:c - 0.332545698
r:0:c:c:c:b132:b290:c:c:b534 - 0.667453527
r:0:c:c:c:b132:b290:c:c:b534:f - 0.413463622
r:0:c:c:c:b132:b290:c:c:b534:c - 0.586535573
r:0:c:c:c:b132:b290:c:b534 - 0.642083466
r:0:c:c:c:b132:b290:c:b534:f - 0.33727476
r:0:c:c:c:b132:b290:c:b534:c - 0.662725449
r:0:c:c:c:b132:b290:b534 - 0.110499933
r:0:c:c:c:b132:b290:b534:f - 0.258312106
r:0:c:c:c:b132:b290:b534:c - 0.741687775
r:0:c:c:c:b132:b534 - 0.0264005344
r:0:c:c:c:b132:b534:f - 0.58652842
r:0:c:c:c:b132:b534:c - 0.413471341
r:0:c:c:c:b534 - 0.000946455228
r:0:c:c:c:b534:f - 0.762845457
r:0:c:c:c:b534:c - 0.237154394
r:0:c:c:b38 - 0.149019316
r:0:c:c:b38:f - 0.232802689
r:0:c:c:b38:c - 0.609406412
r:0:c:c:b38:c:c - 0.419675738
r:0:c:c:b38:c:c:c - 0.554171324
r:0:c:c:b38:c:c:b98 - 0.0123285707
r:0:c:c:b38:c:c:b98:f - 0.361423969
r:0:c:c:b38:c:c:b98:c - 0.468660563
r:0:c:c:b38:c:c:b98:b229 - 0.0143046789
r:0:c:c:b38:c:c:b98:b229:f - 0.409638762
r:0:c:c:b38:c:c:b98:b229:c - 0.381255895
r:0:c:c:b38:c:c:b98:b229:b534 - 0.209104881
r:0:c:c:b38:c:c:b98:b229:b534:f - 0.495745331
r:0:c:c:b38:c:c:b98:b229:b534:c - 0.504255652
r:0:c:c:b38:c:c:b98:b534 - 0.155610576
r:0:c:c:b38:c:c:b98:b534:f - 0.669951022
r:0:c:c:b38:c:c:b98:b534:c - 0.330049872
r:0:c:c:b38:c:c:b142 - 0.0977055952
r:0:c:c:b38:c:c:b142:f - 0.460476339
r:0:c:c:b38:c:c:b142:c - 0.384435117
r:0:c:c:b38:c:c:b142:b308 - 0.00793821178
r:0:c:c:b38:c:c:b142:b308:f - 0.446351945
r:0:c:c:b38:c:c:b142:b308:c - 0.34744224
r:0:c:c:b38:c:c:b142:b308:b534 - 0.206205055
r:0:c:c:b38:c:c:b142:b308:b534:f - 0.410253853
r:0:c:c:b38:c:c:b142:b308:b534:c - 0.589747012
r:0:c:c:b38:c:c:b142:b534 - 0.147150621
r:0:c:c:b38:c:c:b142:b534:f - 0.63208133
r:0:c:c:b38:c:c:b142:b534:c - 0.367917836
r:0:c:c:b38:c:c:b173 - 0.138455734
r:0:c:c:b38:c:c:b173:f - 0.511176765
r:0:c:c:b38:c:c:b173:c - 0.345682204
r:0:c:c:b38:c:c:b173:b534 - 0.143141374
r:0:c:c:b38:c:c:b173:b534:f - 0.609477639
r:0:c:c:b38:c:c:b173:b534:c - 0.39052248
r:0:c:c:b38:c:c:b246 - 0.11487177
r:0:c:c:b38:c:c:b246:f - 0.598803878
r:0:c:c:b38:c:c:b246:c - 0.284592718
r:0:c:c:b38:c:c:b246:b534 - 0.116603039
r:0:c:c:b38:c:c:b246:b534:f - 0.566349566
r:0:c:c:b38:c:c:b246:b534:c - 0.433650225
r:0:c:c:b38:c:c:b534 - 0.082466796
r:0:c:c:b38:c:c:b534:f - 0.770182908
r:0:c:c:b38:c:c:b534:c - 0.229815826
r:0:c:c:b38:c:b98 - 0.290308893
r:0:c:c:b38:c:b98:f - 0.256672055
r:0:c:c:b38:c:b98:c - 0.49592042
r:0:c:c:b38:c:b98:b229 - 0.0430938974
r:0:c:c:b38:c:b98:b229:f - 0.440300375
r:0:c:c:b38:c:b98:b229:c - 0.354751527
r:0:c:c:b38:c:b98:b229:b534 - 0.20494777
r:0:c:c:b38:c:b98:b229:b534:f - 0.503213406
r:0:c:c:b38:c:b98:b229:b534:c - 0.496786505
r:0:c:c:b38:c:b98:b534 - 0.204312846
r:0:c:c:b38:c:b98:b534:f - 0.667946398
r:0:c:c:b38:c:b98:b534:c - 0.332053244
r:0:c:c:b38:c:b142 - 0.121284895
r:0:c:c:b38:c:b142:f - 0.368728817
r:0:c:c:b38:c:b142:c - 0.427557856
r:0:c:c:b38:c:b142:b308 - 0.0136915669
r:0:c:c:b38:c:b142:b308:f - 0.49323383
r:0:c:c:b38:c:b142:b308:c - 0.311511785
r:0:c:c:b38:c:b142:b308:b534 - 0.195255235
r:0:c:c:b38:c:b142:b308:b534:f - 0.431498557
r:0:c:c:b38:c:b142:b308:b534:c - 0.568502188
r:0:c:c:b38:c:b142:b534 - 0.1900208
r:0:c:c:b38:c:b142:b534:f - 0.633837998
r:0:c:c:b38:c:b142:b534:c - 0.366161764
