stdoutredi ok!
r:0:c:b174:c:c:b1100 - 0.0142971966
r:0:c:b174:c:c:b1100:f - 0.476172805
r:0:c:b174:c:c:b1100:c - 0.523827255
r:0:c:b174:c:b449 - 0.036975991
r:0:c:b174:c:b449:f - 0.230423883
r:0:c:b174:c:b449:c - 0.608082354
r:0:c:b174:c:b449:c:c - 0.367745578
r:0:c:b174:c:b449:c:c:c - 0.343119085
r:0:c:b174:c:b449:c:c:b1100 - 0.656880379
r:0:c:b174:c:b449:c:c:b1100:f - 0.555703759
r:0:c:b174:c:b449:c:c:b1100:c - 0.4442963
r:0:c:b174:c:b449:c:b1100 - 0.632255614
r:0:c:b174:c:b449:c:b1100:f - 0.344827294
r:0:c:b174:c:b449:c:b1100:c - 0.655171454
r:0:c:b174:c:b449:b1100 - 0.161493555
r:0:c:b174:c:b449:b1100:f - 0.322856575
r:0:c:b174:c:b449:b1100:c - 0.677143157
r:0:c:b174:c:b1100 - 0.0210406277
r:0:c:b174:c:b1100:f - 0.455169499
r:0:c:b174:c:b1100:c - 0.544830561
r:0:c:b174:b411 - 0.189395964
r:0:c:b174:b411:f - 0.309601277
r:0:c:b174:b411:c - 0.450367033
r:0:c:b174:b411:c:c - 0.371694952
r:0:c:b174:b411:c:c:c - 0.577331543
r:0:c:b174:b411:c:c:c:c - 0.689054072
r:0:c:b174:b411:c:c:c:c:c - 0.337835073
r:0:c:b174:b411:c:c:c:c:b1100 - 0.662165105
r:0:c:b174:b411:c:c:c:c:b1100:f - 0.589570701
r:0:c:b174:b411:c:c:c:c:b1100:c - 0.410429835
r:0:c:b174:b411:c:c:c:b1100 - 0.310944974
r:0:c:b174:b411:c:c:c:b1100:f - 0.365604311
r:0:c:b174:b411:c:c:c:b1100:c - 0.634396374
r:0:c:b174:b411:c:c:b1100 - 0.422668308
r:0:c:b174:b411:c:c:b1100:f - 0.466867685
r:0:c:b174:b411:c:c:b1100:c - 0.533132017
r:0:c:b174:b411:c:b1100 - 0.628304958
r:0:c:b174:b411:c:b1100:f - 0.274008572
r:0:c:b174:b411:c:b1100:c - 0.72599107
r:0:c:b174:b411:b1100 - 0.240031868
r:0:c:b174:b411:b1100:f - 0.21722579
r:0:c:b174:b411:b1100:c - 0.78277415
r:0:c:b174:b1100 - 0.0252634827
r:0:c:b174:b1100:f - 0.434474766
r:0:c:b174:b1100:c - 0.565525353
r:0:c:b300 - 0.0113757784
r:0:c:b300:f - 0.387850493
r:0:c:b300:c - 0.386434853
r:0:c:b300:c:c - 0.860122144
r:0:c:b300:c:c:c - 0.415094197
r:0:c:b300:c:c:c:c - 0.509917319
r:0:c:b300:c:c:c:c:c - 0.585038066
r:0:c:b300:c:c:c:c:b648 - 0.0100525189
r:0:c:b300:c:c:c:c:b648:f - 0.402574182
r:0:c:b300:c:c:c:c:b648:c - 0.366806805
r:0:c:b300:c:c:c:c:b648:b1100 - 0.230619013
r:0:c:b300:c:c:c:c:b648:b1100:f - 0.375177443
r:0:c:b300:c:c:c:c:b648:b1100:c - 0.624821186
r:0:c:b300:c:c:c:c:b1100 - 0.404908866
r:0:c:b300:c:c:c:c:b1100:f - 0.458616823
r:0:c:b300:c:c:c:c:b1100:c - 0.541383505
r:0:c:b300:c:c:c:b648 - 0.215835035
r:0:c:b300:c:c:c:b648:f - 0.509921312
r:0:c:b300:c:c:c:b648:c - 0.191353381
r:0:c:b300:c:c:c:b648:b1100 - 0.29872483
